STN,VARFROM,VARTO,MEAS_DATE,START_TIME,END_TIME,GAUGE_NO,START_GH,END_GH,M_GH,FLOW,DEVIATION,QUALITY,METHOD,METER_NO,WMGH,PARTY,AREA,VELOCITY,MAXDEPTH,MAXVEL,SLOPE,MANNINGS,WETTEDPER,CTF,TEMP,PH,COND,SEDIMENT,SAMPLE,WIDTH,SECTIONS,METHOD_2,METHOD_6,METHOD_8,GSHIFT,COMMNT,RAWTYPE,RAWDATA,ENTEREDBY,CHECKEDBY,DBVER23,DATEMOD,TIMEMOD,USERMOD
401013,100,141,30/07/1970,0.00,0.00,80.0,0.463,0.463,0.463,96.884000,-0.13,7,..,.........,TRUE,..........,-999.9990,-999.999,0.000,0.000,0.00000,0.000,0.000,0.000,0.0,0.0,0.000,0.000,FALSE,0.000,0,FALSE,FALSE,FALSE,,,,,...,...,FALSE,16/07/2003,1833,SCHED
401013,100,141,9/10/1970,0.00,0.00,81.0,0.610,0.610,0.610,369.433000,-0.80,7,..,.........,TRUE,..........,-999.9991,-999.999,0.000,0.000,0.00000,0.000,0.000,0.000,0.0,0.0,0.000,0.000,FALSE,0.000,0,FALSE,FALSE,FALSE,,,,,...,...,FALSE,16/07/2003,1833,SCHED
401013,100,141,9/10/1970,1.00,0.00,82.0,0.610,0.610,0.610,369.433000,-0.80,7,..,.........,TRUE,..........,-999.9990,-999.999,0.000,0.000,0.00000,0.000,0.000,0.000,0.0,0.0,0.000,0.000,FALSE,0.000,0,FALSE,FALSE,FALSE,,,,,...,...,FALSE,16/07/2003,1833,SCHED
401013,100,141,26/11/1970,0.00,0.00,83.0,0.411,0.411,0.411,149.241000,0.81,7,..,.........,TRUE,..........,-999.9990,-999.999,0.000,0.000,0.00000,0.000,0.000,0.000,0.0,0.0,0.000,0.000,FALSE,0.000,0,FALSE,FALSE,FALSE,,,,,...,...,FALSE,16/07/2003,1833,SCHED
401013,100,141,11/02/1971,0.00,0.00,84.0,0.262,0.262,0.262,37.433000,-3.36,7,..,.........,TRUE,..........,-999.9990,-999.999,0.000,0.000,0.00000,0.000,0.000,0.000,0.0,0.0,0.000,0.000,FALSE,0.000,0,FALSE,FALSE,FALSE,,,,,...,...,FALSE,16/07/2003,1833,SCHED
401013,100,141,5/04/1971,0.00,0.00,85.0,0.204,0.204,0.204,18.570000,-0.08,7,..,.........,TRUE,..........,-999.9990,-999.999,0.000,0.000,0.00000,0.000,0.000,0.000,0.0,0.0,0.000,0.000,FALSE,0.000,0,FALSE,FALSE,FALSE,,,,,...,...,FALSE,16/07/2003,1833,SCHED
401013,100,141,9/09/1971,0.00,0.00,86.0,0.399,0.399,0.399,141.901000,3.90,7,..,.........,TRUE,..........,-999.9991,-999.999,0.000,0.000,0.00000,0.000,0.000,0.000,0.0,0.0,0.000,0.000,FALSE,0.000,0,FALSE,FALSE,FALSE,,,,,...,...,FALSE,16/07/2003,1833,SCHED
401013,100,141,4/11/1971,0.00,0.00,87.0,0.265,0.265,0.265,41.347000,2.74,7,..,.........,TRUE,..........,-999.9990,-999.999,0.000,0.000,0.00000,0.000,0.000,0.000,0.0,0.0,0.000,0.000,FALSE,0.000,0,FALSE,FALSE,FALSE,,,,,...,...,FALSE,16/07/2003,1833,SCHED
401013,100,141,4/11/1971,1.00,0.00,88.0,0.265,0.265,0.265,41.836000,3.96,7,..,.........,TRUE,..........,-999.9990,-999.999,0.000,0.000,0.00000,0.000,0.000,0.000,0.0,0.0,0.000,0.000,FALSE,0.000,0,FALSE,FALSE,FALSE,,,,,...,...,FALSE,16/07/2003,1833,SCHED
401013,100,141,9/12/1971,0.00,0.00,89.0,0.268,0.268,0.268,39.635000,-5.14,7,..,.........,TRUE,..........,-999.9990,-999.999,0.000,0.000,0.00000,0.000,0.000,0.000,0.0,0.0,0.000,0.000,FALSE,0.000,0,FALSE,FALSE,FALSE,,,,,...,...,FALSE,16/07/2003,1833,SCHED
401013,100,141,9/12/1971,1.00,0.00,90.0,0.268,0.268,0.268,40.858000,-2.22,7,..,.........,TRUE,..........,-999.9990,-999.999,0.000,0.000,0.00000,0.000,0.000,0.000,0.0,0.0,0.000,0.000,FALSE,0.000,0,FALSE,FALSE,FALSE,,,,,...,...,FALSE,16/07/2003,1833,SCHED
401013,100,141,26/01/1972,0.00,0.00,91.0,0.244,0.244,0.244,35.720000,25.55,7,..,.........,TRUE,..........,-999.9991,-999.999,0.000,0.000,0.00000,0.000,0.000,0.000,0.0,0.0,0.000,0.000,FALSE,0.000,0,FALSE,FALSE,FALSE,,,,,...,...,FALSE,16/07/2003,1833,SCHED
401013,100,141,8/03/1972,0.00,0.00,92.0,0.201,0.201,0.201,16.490000,4.99,7,..,.........,TRUE,..........,-999.9990,-999.999,0.000,0.000,0.00000,0.000,0.000,0.000,0.0,0.0,0.000,0.000,FALSE,0.000,0,FALSE,FALSE,FALSE,,,,,...,...,FALSE,16/07/2003,1833,SCHED
401013,100,141,8/03/1972,1.00,0.00,93.0,0.201,0.201,0.201,15.536000,-1.08,7,..,.........,TRUE,..........,-999.9990,-999.999,0.000,0.000,0.00000,0.000,0.000,0.000,0.0,0.0,0.000,0.000,FALSE,0.000,0,FALSE,FALSE,FALSE,,,,,...,...,FALSE,16/07/2003,1833,SCHED
401013,100,141,11/05/1972,0.00,0.00,94.0,0.244,0.244,0.244,28.380000,-0.25,7,..,.........,TRUE,..........,-999.9990,-999.999,0.000,0.000,0.00000,0.000,0.000,0.000,0.0,0.0,0.000,0.000,FALSE,0.000,0,FALSE,FALSE,FALSE,,,,,...,...,FALSE,16/07/2003,1833,SCHED
401013,100,141,6/07/1972,0.00,0.00,95.0,0.244,0.244,0.244,27.646000,-2.83,7,..,.........,TRUE,..........,-999.9991,-999.999,0.000,0.000,0.00000,0.000,0.000,0.000,0.0,0.0,0.000,0.000,FALSE,0.000,0,FALSE,FALSE,FALSE,,,,,...,...,FALSE,16/07/2003,1833,SCHED
401013,100,141,24/08/1972,0.00,0.00,96.0,0.360,0.360,0.360,88.566000,-2.74,7,..,.........,TRUE,..........,-999.9990,-999.999,0.000,0.000,0.00000,0.000,0.000,0.000,0.0,0.0,0.000,0.000,FALSE,0.000,0,FALSE,FALSE,FALSE,,,,,...,...,FALSE,16/07/2003,1833,SCHED
401013,100,141,24/08/1972,1.00,0.00,97.0,0.360,0.360,0.360,92.725000,1.83,7,..,.........,TRUE,..........,-999.9991,-999.999,0.000,0.000,0.00000,0.000,0.000,0.000,0.0,0.0,0.000,0.000,FALSE,0.000,0,FALSE,FALSE,FALSE,,,,,...,...,FALSE,16/07/2003,1833,SCHED
401013,100,141,12/10/1972,0.00,0.00,98.0,0.268,0.268,0.268,42.081000,1.31,7,..,.........,TRUE,..........,-999.9990,-999.999,0.000,0.000,0.00000,0.000,0.000,0.000,0.0,0.0,0.000,0.000,FALSE,0.000,0,FALSE,FALSE,FALSE,,,,,...,...,FALSE,16/07/2003,1833,SCHED
401013,100,141,12/10/1972,1.00,0.00,99.0,0.268,0.268,0.268,43.549000,4.84,7,..,.........,TRUE,..........,-999.9991,-999.999,0.000,0.000,0.00000,0.000,0.000,0.000,0.0,0.0,0.000,0.000,FALSE,0.000,0,FALSE,FALSE,FALSE,,,,,...,...,FALSE,16/07/2003,1833,SCHED
401013,100,141,7/12/1972,0.00,0.00,100.0,0.175,0.175,0.175,10.594000,-2.42,7,..,.........,TRUE,..........,-999.9990,-999.999,0.000,0.000,0.00000,0.000,0.000,0.000,0.0,0.0,0.000,0.000,FALSE,0.000,0,FALSE,FALSE,FALSE,,,,,...,...,FALSE,16/07/2003,1833,SCHED
401013,100,141,7/12/1972,1.00,0.00,101.0,0.175,0.175,0.175,10.373000,-4.45,7,..,.........,TRUE,..........,-999.9991,-999.999,0.000,0.000,0.00000,0.000,0.000,0.000,0.0,0.0,0.000,0.000,FALSE,0.000,0,FALSE,FALSE,FALSE,,,,,...,...,FALSE,16/07/2003,1833,SCHED
401013,100,141,18/01/1973,0.00,0.00,102.0,0.155,0.155,0.155,9.297000,0.42,7,..,.........,TRUE,..........,-999.9991,-999.999,0.000,0.000,0.00000,0.000,0.000,0.000,0.0,0.0,0.000,0.000,FALSE,0.000,0,FALSE,FALSE,FALSE,,,,,...,...,FALSE,16/07/2003,1833,SCHED
401013,100,141,18/01/1973,1.00,0.00,103.0,0.155,0.155,0.155,9.052000,-2.22,7,..,.........,TRUE,..........,-999.9991,-999.999,0.000,0.000,0.00000,0.000,0.000,0.000,0.0,0.0,0.000,0.000,FALSE,0.000,0,FALSE,FALSE,FALSE,,,,,...,...,FALSE,16/07/2003,1833,SCHED
401013,100,141,1/03/1973,0.00,0.00,104.0,0.198,0.198,0.198,14.924000,-0.32,7,..,.........,TRUE,..........,-999.9991,-999.999,0.000,0.000,0.00000,0.000,0.000,0.000,0.0,0.0,0.000,0.000,FALSE,0.000,0,FALSE,FALSE,FALSE,,,,,...,...,FALSE,16/07/2003,1833,SCHED
401013,100,141,1/03/1973,1.00,0.00,105.0,0.198,0.198,0.198,15.193000,1.48,7,..,.........,TRUE,..........,-999.9990,-999.999,0.000,0.000,0.00000,0.000,0.000,0.000,0.0,0.0,0.000,0.000,FALSE,0.000,0,FALSE,FALSE,FALSE,,,,,...,...,FALSE,16/07/2003,1833,SCHED
401013,100,141,18/04/1973,0.00,0.00,106.0,0.232,0.232,0.232,19.181000,-0.64,7,..,.........,TRUE,..........,-999.9991,-999.999,0.000,0.000,0.00000,0.000,0.000,0.000,0.0,0.0,0.000,0.000,FALSE,0.000,0,FALSE,FALSE,FALSE,,,,,...,...,FALSE,16/07/2003,1833,SCHED
401013,100,141,18/04/1973,1.00,0.00,107.0,0.232,0.232,0.232,18.863000,-2.28,7,..,.........,TRUE,..........,-999.9991,-999.999,0.000,0.000,0.00000,0.000,0.000,0.000,0.0,0.0,0.000,0.000,FALSE,0.000,0,FALSE,FALSE,FALSE,,,,,...,...,FALSE,16/07/2003,1833,SCHED
401013,100,141,31/05/1973,0.00,0.00,108.0,0.305,0.305,0.305,46.485000,1.36,7,..,.........,TRUE,..........,-999.9991,-999.999,0.000,0.000,0.00000,0.000,0.000,0.000,0.0,0.0,0.000,0.000,FALSE,0.000,0,FALSE,FALSE,FALSE,,,,,...,...,FALSE,16/07/2003,1833,SCHED
401013,100,141,31/05/1973,1.00,0.00,109.0,0.305,0.305,0.305,45.262000,-1.31,7,..,.........,TRUE,..........,-999.9991,-999.999,0.000,0.000,0.00000,0.000,0.000,0.000,0.0,0.0,0.000,0.000,FALSE,0.000,0,FALSE,FALSE,FALSE,,,,,...,...,FALSE,16/07/2003,1833,SCHED
401013,100,141,6/07/1973,0.00,0.00,110.0,0.552,0.552,0.552,283.803000,-5.41,7,..,.........,TRUE,..........,-999.9991,-999.999,0.000,0.000,0.00000,0.000,0.000,0.000,0.0,0.0,0.000,0.000,FALSE,0.000,0,FALSE,FALSE,FALSE,,,,,...,...,FALSE,16/07/2003,1833,SCHED
401013,100,141,6/07/1973,1.00,0.00,111.0,0.552,0.552,0.552,296.036000,-1.34,7,..,.........,TRUE,..........,-999.9990,-999.999,0.000,0.000,0.00000,0.000,0.000,0.000,0.0,0.0,0.000,0.000,FALSE,0.000,0,FALSE,FALSE,FALSE,,,,,...,...,FALSE,16/07/2003,1833,SCHED
401013,100,141,27/09/1973,0.00,0.00,112.0,0.469,0.469,0.469,202.332000,-2.15,7,..,.........,TRUE,..........,-999.9990,-999.999,0.000,0.000,0.00000,0.000,0.000,0.000,0.0,0.0,0.000,0.000,FALSE,0.000,0,FALSE,FALSE,FALSE,,,,,...,...,FALSE,16/07/2003,1833,SCHED
401013,100,141,27/09/1973,1.00,0.00,113.0,0.469,0.469,0.469,201.109000,-2.74,7,..,.........,TRUE,..........,-999.9990,-999.999,0.000,0.000,0.00000,0.000,0.000,0.000,0.0,0.0,0.000,0.000,FALSE,0.000,0,FALSE,FALSE,FALSE,,,,,...,...,FALSE,16/07/2003,1833,SCHED
401013,100,141,1/11/1973,0.00,0.00,114.0,0.539,0.539,0.539,300.929000,5.73,7,..,.........,TRUE,..........,-999.9990,-999.999,0.000,0.000,0.00000,0.000,0.000,0.000,0.0,0.0,0.000,0.000,FALSE,0.000,0,FALSE,FALSE,FALSE,,,,,...,...,FALSE,16/07/2003,1833,SCHED
401013,100,141,1/11/1973,1.00,0.00,115.0,0.543,0.543,0.543,305.822000,5.69,7,..,.........,TRUE,..........,-999.9990,-999.999,0.000,0.000,0.00000,0.000,0.000,0.000,0.0,0.0,0.000,0.000,FALSE,0.000,0,FALSE,FALSE,FALSE,,,,,...,...,FALSE,16/07/2003,1833,SCHED
401013,100,141,11/12/1973,0.00,0.00,116.0,0.311,0.311,0.311,47.953000,-1.53,7,..,.........,TRUE,..........,-999.9990,-999.999,0.000,0.000,0.00000,0.000,0.000,0.000,0.0,0.0,0.000,0.000,FALSE,0.000,0,FALSE,FALSE,FALSE,,,,,...,...,FALSE,16/07/2003,1833,SCHED
401013,100,141,11/12/1973,1.00,0.00,117.0,0.311,0.311,0.311,48.198000,-1.03,7,..,.........,TRUE,..........,-999.9991,-999.999,0.000,0.000,0.00000,0.000,0.000,0.000,0.0,0.0,0.000,0.000,FALSE,0.000,0,FALSE,FALSE,FALSE,,,,,...,...,FALSE,16/07/2003,1833,SCHED
401013,100,141,6/02/1974,0.00,0.00,118.0,0.344,0.344,0.344,68.993000,3.83,7,..,.........,TRUE,..........,-999.9991,-999.999,0.000,0.000,0.00000,0.000,0.000,0.000,0.0,0.0,0.000,0.000,FALSE,0.000,0,FALSE,FALSE,FALSE,,,,,...,...,FALSE,16/07/2003,1833,SCHED
401013,100,141,21/03/1974,0.00,0.00,119.0,0.250,0.250,0.250,34.986000,6.71,7,..,.........,TRUE,..........,-999.9991,-999.999,0.000,0.000,0.00000,0.000,0.000,0.000,0.0,0.0,0.000,0.000,FALSE,0.000,0,FALSE,FALSE,FALSE,,,,,...,...,FALSE,16/07/2003,1833,SCHED
401013,100,141,21/03/1974,1.00,0.00,120.0,0.250,0.250,0.250,34.986000,6.71,7,..,.........,TRUE,..........,-999.9991,-999.999,0.000,0.000,0.00000,0.000,0.000,0.000,0.0,0.0,0.000,0.000,FALSE,0.000,0,FALSE,FALSE,FALSE,,,,,...,...,FALSE,16/07/2003,1833,SCHED
401013,100,141,22/05/1974,0.00,0.00,121.0,0.527,0.527,0.527,249.551000,1.38,7,..,.........,TRUE,..........,-999.9991,-999.999,0.000,0.000,0.00000,0.000,0.000,0.000,0.0,0.0,0.000,0.000,FALSE,0.000,0,FALSE,FALSE,FALSE,,,,,...,...,FALSE,16/07/2003,1833,SCHED
401013,100,141,22/05/1974,1.00,0.00,122.0,0.527,0.527,0.527,249.551000,1.38,7,..,.........,TRUE,..........,-999.9991,-999.999,0.000,0.000,0.00000,0.000,0.000,0.000,0.0,0.0,0.000,0.000,FALSE,0.000,0,FALSE,FALSE,FALSE,,,,,...,...,FALSE,16/07/2003,1833,SCHED
401013,100,141,27/06/1974,0.00,0.00,123.0,0.360,0.360,0.360,105.447000,6.19,7,..,.........,TRUE,..........,-999.9991,-999.999,0.000,0.000,0.00000,0.000,0.000,0.000,0.0,0.0,0.000,0.000,FALSE,0.000,0,FALSE,FALSE,FALSE,,,,,...,...,FALSE,16/07/2003,1833,SCHED
401013,100,141,27/06/1974,1.00,0.00,124.0,0.360,0.360,0.360,100.799000,1.51,7,..,.........,TRUE,..........,-999.9990,-999.999,0.000,0.000,0.00000,0.000,0.000,0.000,0.0,0.0,0.000,0.000,FALSE,0.000,0,FALSE,FALSE,FALSE,,,,,...,...,FALSE,16/07/2003,1833,SCHED
401013,100,141,18/07/1974,0.00,0.00,125.0,1.290,1.290,1.290,1935.999000,1.48,7,..,.........,TRUE,..........,-999.9991,-999.999,0.000,0.000,0.00000,0.000,0.000,0.000,0.0,0.0,0.000,0.000,FALSE,0.000,0,FALSE,FALSE,FALSE,,,,,...,...,FALSE,16/07/2003,1833,SCHED
401013,100,141,15/08/1974,0.00,0.00,126.0,0.973,0.973,0.973,1176.999000,3.47,7,..,.........,TRUE,..........,-999.9991,-999.999,0.000,0.000,0.00000,0.000,0.000,0.000,0.0,0.0,0.000,0.000,FALSE,0.000,0,FALSE,FALSE,FALSE,,,,,...,...,FALSE,16/07/2003,1833,SCHED
401013,100,141,15/08/1974,1.00,0.00,127.0,1.000,1.000,1.000,1196.999000,0.59,7,..,.........,TRUE,..........,-999.9991,-999.999,0.000,0.000,0.00000,0.000,0.000,0.000,0.0,0.0,0.000,0.000,FALSE,0.000,0,FALSE,FALSE,FALSE,,,,,...,...,FALSE,16/07/2003,1833,SCHED
401013,100,141,26/09/1974,0.00,0.00,128.0,0.970,0.970,0.970,1111.999000,-1.75,7,..,.........,TRUE,..........,-999.9991,-999.999,0.000,0.000,0.00000,0.000,0.000,0.000,0.0,0.0,0.000,0.000,FALSE,0.000,0,FALSE,FALSE,FALSE,,,,,...,...,FALSE,16/07/2003,1833,SCHED
401013,100,141,7/11/1974,0.00,0.00,129.0,0.360,0.360,0.360,243.000000,5.74,7,..,.........,TRUE,..........,-999.9991,-999.999,0.000,0.000,0.00000,0.000,0.000,0.000,0.0,0.0,0.000,0.000,FALSE,0.000,0,FALSE,FALSE,FALSE,,,,,...,...,FALSE,16/07/2003,1833,SCHED
401013,100,141,16/01/1975,0.00,0.00,130.0,0.152,0.152,0.152,46.200000,8.98,7,..,.........,TRUE,..........,-999.9990,-999.999,0.000,0.000,0.00000,0.000,0.000,0.000,0.0,0.0,0.000,0.000,FALSE,0.000,0,FALSE,FALSE,FALSE,,,,,...,...,FALSE,16/07/2003,1833,SCHED
401013,100,141,16/01/1975,1.00,0.00,131.0,0.152,0.152,0.152,47.500000,12.05,7,..,.........,TRUE,..........,-999.9990,-999.999,0.000,0.000,0.00000,0.000,0.000,0.000,0.0,0.0,0.000,0.000,FALSE,0.000,0,FALSE,FALSE,FALSE,,,,,...,...,FALSE,16/07/2003,1833,SCHED
401013,100,141,7/03/1975,0.00,0.00,132.0,0.155,0.155,0.155,32.200000,-27.65,7,..,.........,TRUE,..........,-999.9990,-999.999,0.000,0.000,0.00000,0.000,0.000,0.000,0.0,0.0,0.000,0.000,FALSE,0.000,0,FALSE,FALSE,FALSE,,,,,...,...,FALSE,16/07/2003,1833,SCHED
401013,100,141,17/04/1975,0.00,0.00,133.0,0.120,0.120,0.120,34.400000,36.12,7,..,.........,TRUE,..........,-999.9990,-999.999,0.000,0.000,0.00000,0.000,0.000,0.000,0.0,0.0,0.000,0.000,FALSE,0.000,0,FALSE,FALSE,FALSE,,,,,...,...,FALSE,16/07/2003,1833,SCHED
401013,100,141,29/05/1975,0.00,0.00,134.0,0.200,0.200,0.200,81.100000,0.10,7,..,.........,TRUE,..........,-999.9990,-999.999,0.000,0.000,0.00000,0.000,0.000,0.000,0.0,0.0,0.000,0.000,FALSE,0.000,0,FALSE,FALSE,FALSE,,,,,...,...,FALSE,16/07/2003,1833,SCHED
401013,100,141,29/05/1975,1.00,0.00,135.0,0.200,0.200,0.200,84.000000,3.68,7,..,.........,TRUE,..........,-999.9990,-999.999,0.000,0.000,0.00000,0.000,0.000,0.000,0.0,0.0,0.000,0.000,FALSE,0.000,0,FALSE,FALSE,FALSE,,,,,...,...,FALSE,16/07/2003,1833,SCHED
401013,100,141,23/07/1975,0.00,0.00,136.0,0.308,0.308,0.308,226.000000,-0.88,7,..,.........,TRUE,..........,-999.9990,-999.999,0.000,0.000,0.00000,0.000,0.000,0.000,0.0,0.0,0.000,0.000,FALSE,0.000,0,FALSE,FALSE,FALSE,,,,,...,...,FALSE,16/07/2003,1833,SCHED
401013,100,141,23/07/1975,1.00,0.00,137.0,0.308,0.308,0.308,224.000000,-1.76,7,..,.........,TRUE,..........,-999.9990,-999.999,0.000,0.000,0.00000,0.000,0.000,0.000,0.0,0.0,0.000,0.000,FALSE,0.000,0,FALSE,FALSE,FALSE,,,,,...,...,FALSE,16/07/2003,1833,SCHED
401013,100,141,11/09/1975,0.00,0.00,138.0,0.315,0.315,0.315,239.000000,1.67,7,..,.........,TRUE,..........,-999.9990,-999.999,0.000,0.000,0.00000,0.000,0.000,0.000,0.0,0.0,0.000,0.000,FALSE,0.000,0,FALSE,FALSE,FALSE,,,,,...,...,FALSE,16/07/2003,1833,SCHED
401013,100,141,11/09/1975,1.00,0.00,139.0,0.315,0.315,0.315,245.000000,4.22,7,..,.........,TRUE,..........,-999.9990,-999.999,0.000,0.000,0.00000,0.000,0.000,0.000,0.0,0.0,0.000,0.000,FALSE,0.000,0,FALSE,FALSE,FALSE,,,,,...,...,FALSE,16/07/2003,1833,SCHED
401013,100,141,28/10/1975,0.00,0.00,140.0,0.767,0.767,0.767,1365.999000,-0.31,7,..,.........,TRUE,..........,-999.9990,-999.999,0.000,0.000,0.00000,0.000,0.000,0.000,0.0,0.0,0.000,0.000,FALSE,0.000,0,FALSE,FALSE,FALSE,,,,,...,...,FALSE,16/07/2003,1833,SCHED
401013,100,141,28/10/1975,1.00,0.00,141.0,0.767,0.767,0.767,1367.999000,-0.16,7,..,.........,TRUE,..........,-999.9991,-999.999,0.000,0.000,0.00000,0.000,0.000,0.000,0.0,0.0,0.000,0.000,FALSE,0.000,0,FALSE,FALSE,FALSE,,,,,...,...,FALSE,16/07/2003,1833,SCHED
401013,100,141,11/12/1975,0.00,0.00,142.0,0.008,0.008,0.008,80.100000,-7.29,7,..,.........,TRUE,..........,-999.9991,-999.999,0.000,0.000,0.00000,0.000,0.000,0.000,0.0,0.0,0.000,0.000,FALSE,0.000,0,FALSE,FALSE,FALSE,,,,,...,...,FALSE,16/07/2003,1833,SCHED
401013,100,141,11/12/1975,1.00,0.00,143.0,0.008,0.008,0.008,84.600000,-2.08,7,..,.........,TRUE,..........,-999.9990,-999.999,0.000,0.000,0.00000,0.000,0.000,0.000,0.0,0.0,0.000,0.000,FALSE,0.000,0,FALSE,FALSE,FALSE,,,,,...,...,FALSE,16/07/2003,1833,SCHED
401013,100,141,18/02/1976,0.00,0.00,144.0,-0.050,-0.050,-0.050,57.700000,-3.82,7,..,.........,TRUE,..........,-999.9990,-999.999,0.000,0.000,0.00000,0.000,0.000,0.000,0.0,0.0,0.000,0.000,FALSE,0.000,0,FALSE,FALSE,FALSE,,,,,...,...,FALSE,16/07/2003,1833,SCHED
401013,100,141,18/02/1976,1.00,0.00,145.0,-0.050,-0.050,-0.050,57.300000,-4.49,7,..,.........,TRUE,..........,-999.9990,-999.999,0.000,0.000,0.00000,0.000,0.000,0.000,0.0,0.0,0.000,0.000,FALSE,0.000,0,FALSE,FALSE,FALSE,,,,,...,...,FALSE,16/07/2003,1833,SCHED
401013,100,141,18/03/1976,0.00,0.00,146.0,-0.080,-0.080,-0.080,47.600000,-0.81,7,..,.........,TRUE,..........,-999.9990,-999.999,0.000,0.000,0.00000,0.000,0.000,0.000,0.0,0.0,0.000,0.000,FALSE,0.000,0,FALSE,FALSE,FALSE,,,,,...,...,FALSE,16/07/2003,1833,SCHED
401013,100,141,18/03/1976,1.00,1.00,147.0,-0.080,-0.080,-0.080,49.500000,3.15,7,WA,172/LV,TRUE,AHH,2.1500,23.100,0.000,0.000,0.00000,0.000,0.000,-9.999,22.0,0.0,-9.999,-9.999,FALSE,0.000,0,FALSE,FALSE,FALSE,,,,,GTQ,,FALSE,16/07/2003,1833,SCHED
401013,100,141,11/05/1976,0.00,0.00,148.0,-0.093,-0.093,-0.093,41.400000,-3.25,7,..,.........,TRUE,..........,-999.9990,-999.999,0.000,0.000,0.00000,0.000,0.000,0.000,0.0,0.0,0.000,0.000,FALSE,0.000,0,FALSE,FALSE,FALSE,,,,,...,...,FALSE,16/07/2003,1833,SCHED
401013,100,141,11/05/1976,1.00,0.00,149.0,-0.093,-0.093,-0.093,41.700000,-2.54,7,..,.........,TRUE,..........,-999.9990,-999.999,0.000,0.000,0.00000,0.000,0.000,0.000,0.0,0.0,0.000,0.000,FALSE,0.000,0,FALSE,FALSE,FALSE,,,,,...,...,FALSE,16/07/2003,1833,SCHED
401013,100,141,22/06/1976,0.00,0.00,150.0,-0.090,-0.090,-0.090,41.400000,-5.89,7,..,.........,TRUE,..........,-999.9990,-999.999,0.000,0.000,0.00000,0.000,0.000,0.000,0.0,0.0,0.000,0.000,FALSE,0.000,0,FALSE,FALSE,FALSE,,,,,...,...,FALSE,16/07/2003,1833,SCHED
401013,100,141,22/06/1976,1.00,0.00,151.0,-0.090,-0.090,-0.090,41.400000,-5.89,7,..,.........,TRUE,..........,-999.9990,-999.999,0.000,0.000,0.00000,0.000,0.000,0.000,0.0,0.0,0.000,0.000,FALSE,0.000,0,FALSE,FALSE,FALSE,,,,,...,...,FALSE,16/07/2003,1833,SCHED
401013,100,141,4/08/1976,0.00,0.00,152.0,0.021,0.021,0.021,86.500000,-1.91,7,..,.........,TRUE,..........,-999.9990,-999.999,0.000,0.000,0.00000,0.000,0.000,0.000,0.0,0.0,0.000,0.000,FALSE,0.000,0,FALSE,FALSE,FALSE,,,,,...,...,FALSE,16/07/2003,1833,SCHED
401013,100,141,4/08/1976,1.00,0.00,153.0,0.021,0.021,0.021,84.600000,-4.06,7,..,.........,TRUE,..........,-999.9990,-999.999,0.000,0.000,0.00000,0.000,0.000,0.000,0.0,0.0,0.000,0.000,FALSE,0.000,0,FALSE,FALSE,FALSE,,,,,...,...,FALSE,16/07/2003,1833,SCHED
401013,100,141,21/09/1976,0.00,0.00,154.0,0.287,0.287,0.287,421.000000,0.52,7,..,.........,TRUE,..........,-999.9990,-999.999,0.000,0.000,0.00000,0.000,0.000,0.000,0.0,0.0,0.000,0.000,FALSE,0.000,0,FALSE,FALSE,FALSE,,,,,...,...,FALSE,16/07/2003,1833,SCHED
401013,100,141,21/09/1976,1.00,0.00,155.0,0.287,0.287,0.287,410.000000,-2.11,7,..,.........,TRUE,..........,-999.9990,-999.999,0.000,0.000,0.00000,0.000,0.000,0.000,0.0,0.0,0.000,0.000,FALSE,0.000,0,FALSE,FALSE,FALSE,,,,,...,...,FALSE,16/07/2003,1833,SCHED
401013,100,141,16/11/1976,0.00,0.00,156.0,1.038,1.038,1.038,119.000000,-1.34,7,..,.........,TRUE,..........,-999.9990,-999.999,0.000,0.000,0.00000,0.000,0.000,0.000,0.0,0.0,0.000,0.000,FALSE,0.000,0,FALSE,FALSE,FALSE,,,,,...,...,FALSE,16/07/2003,1833,SCHED
401013,100,141,16/11/1976,1.00,0.00,157.0,1.038,1.038,1.038,122.000000,1.14,7,..,.........,TRUE,..........,-999.9990,-999.999,0.000,0.000,0.00000,0.000,0.000,0.000,0.0,0.0,0.000,0.000,FALSE,0.000,0,FALSE,FALSE,FALSE,,,,,...,...,FALSE,16/07/2003,1833,SCHED
401013,100,141,19/01/1977,0.00,0.00,158.0,0.853,0.853,0.853,20.100000,-3.72,7,..,.........,TRUE,..........,-999.9990,-999.999,0.000,0.000,0.00000,0.000,0.000,0.000,0.0,0.0,0.000,0.000,FALSE,0.000,0,FALSE,FALSE,FALSE,,,,,...,...,FALSE,16/07/2003,1833,SCHED
401013,100,141,19/01/1977,1.00,0.00,159.0,0.853,0.853,0.853,20.300000,-2.76,7,..,.........,TRUE,..........,-999.9990,-999.999,0.000,0.000,0.00000,0.000,0.000,0.000,0.0,0.0,0.000,0.000,FALSE,0.000,0,FALSE,FALSE,FALSE,,,,,...,...,FALSE,16/07/2003,1833,SCHED
401013,100,141,22/02/1977,0.00,0.00,160.0,0.840,0.840,0.840,24.700000,34.32,7,..,.........,TRUE,..........,-999.9990,-999.999,0.000,0.000,0.00000,0.000,0.000,0.000,0.0,0.0,0.000,0.000,FALSE,0.000,0,FALSE,FALSE,FALSE,,,,,...,...,FALSE,16/07/2003,1833,SCHED
